File Name,WER,Accuracy %
6000321979749_silence.wav.txt,0.15789473684210525,84.21
6000321998701-outSF30.wav.txt,0.08695652173913043,91.3
6000322036320_short.wav.txt,0.02127659574468085,97.87
6000322040232_short.wav.txt,0.08974358974358974,91.03
6000322240646-outSF30.wav.txt,0.2602739726027397,73.97
6000322275170_silence_L90S.wav.txt,0.15311004784688995,84.69
6000322385982_silence.wav.txt,0.13924050632911392,86.08
6000322557290_silence_L90S.wav.txt,0.175,82.5
6000322897223-outSF30.wav.txt,0.2564102564102564,74.36
6000322907103-outSF30.wav.txt,0.3055555555555556,69.44
6000322909796-outSF30.wav.txt,0.17647058823529413,82.35
6000322943041-outSF30.wav.txt,0.1896551724137931,81.03
6000323049486_silence.wav.txt,0.16216216216216217,83.78
6000323054636_silence.wav.txt,0.14102564102564102,85.9
6000323064585-outSF30.wav.txt,0.21153846153846154,78.85
6000323070347-outSF30.wav.txt,0.2222222222222222,77.78
6000323087340-outSF30.wav.txt,0.45977011494252873,54.02
6000323090504-outSF30.wav.txt,0.4090909090909091,59.09
6000323091522-outSF30.wav.txt,0.16176470588235295,83.82
6000323100545_silence_L90S.wav.txt,0.1702127659574468,82.98
6000323100686_silence_L90S.wav.txt,0.20618556701030927,79.38
6000323109783_silence_L90S.wav.txt,0.15492957746478872,84.51
6000323117791_silence_L90S.wav.txt,0.16071428571428573,83.93
6000323125891_silence_L90S.wav.txt,0.07142857142857142,92.86
6000323127476_silence_L90S.wav.txt,0.22727272727272727,77.27
6000323140612_silence_L90S.wav.txt,0.15508021390374332,84.49
6000323141996_silence_L90S.wav.txt,0.08,92.0
6000323142593_silence_L90S.wav.txt,0.047619047619047616,95.24
6000323146351_silence_L90S.wav.txt,0.13636363636363635,86.36
6000323151562_silence.wav.txt,0.6883116883116883,31.17
6000323153174-outSF30.wav.txt,0.05128205128205128,94.87
6000323154255-outSF30.wav.txt,0.02702702702702703,97.3
6000323155642_silence_L90S.wav.txt,0.07246376811594203,92.75
6000323156594_silence_L90S.wav.txt,0.049429657794676805,95.06
6000323159978_silence_L90S.wav.txt,0.12432432432432433,87.57
6000323160143-outSF30.wav.txt,0.05555555555555555,94.44
6000323161499_silence_L90S.wav.txt,0.015625,98.44
6000323171246_silence_L90S.wav.txt,0.07142857142857142,92.86
6000323172972_silence_L90S.wav.txt,0.06918238993710692,93.08
6000323172990_silence_L90S.wav.txt,0.11811023622047244,88.19
6000323173509_silence_L90S.wav.txt,0.08275862068965517,91.72
6000323174150_short.wav.txt,0.09836065573770492,90.16
6000323176514_silence_L90S.wav.txt,0.06177606177606178,93.82
6000323178264_silence_L90S.wav.txt,0.0703125,92.97
6000323178780_silence.wav.txt,0.23595505617977527,76.4
6000323189601_silence_L90S.wav.txt,0.096,90.4
6000323192159_silence_L90S.wav.txt,0.3829787234042553,61.7
6000323192274_silence_L90S.wav.txt,0.3125,68.75
6000323193571_silence_L90S.wav.txt,0.12608695652173912,87.39
6000323193694_silence_L90S.wav.txt,0.0625,93.75
6000323194108_silence_L90S.wav.txt,0.07142857142857142,92.86
6000323195944_silence_L90S.wav.txt,0.07692307692307693,92.31
6000323196336_silence_L90S.wav.txt,0.06880733944954129,93.12
6000323198156_silence_L90S.wav.txt,0.024291497975708502,97.57
6000323199411_silence_L90S.wav.txt,0.16483516483516483,83.52
6000323202619_silence_L90S.wav.txt,0.1702127659574468,82.98
6000323207521-outSF30.wav.txt,0.13333333333333333,86.67
6000323245043_silence_L90S.wav.txt,0.16233766233766234,83.77
6000323416947_silence_L90S.wav.txt,0.2736842105263158,72.63
6000323419208_silence_L90S.wav.txt,0.391304347826087,60.87
6000323421477_silence_L90S.wav.txt,0.09032258064516129,90.97
6000323422619_silence_L90S.wav.txt,0.08333333333333333,91.67
6000323423236_silence_L90S.wav.txt,0.29473684210526313,70.53
6000323423341_silence_L90S.wav.txt,0.06976744186046512,93.02
6000323423554_silence_L90S.wav.txt,0.4857142857142857,51.43
6000323425281_silence.wav.txt,0.11594202898550725,88.41
6000323426048-outSF30.wav.txt,0.03614457831325301,96.39
6000323427621_silence_L90S.wav.txt,0.04285714285714286,95.71
6000323430675_silence_L90S.wav.txt,0.0918918918918919,90.81
6000323431612_silence_L90S.wav.txt,0.11290322580645161,88.71
6000323432170_silence_L90S.wav.txt,0.06938775510204082,93.06
6000323432884_silence_L90S.wav.txt,0.108,89.2
6000323433872_silence_L90S.wav.txt,0.11666666666666667,88.33
6000323433915_short.wav.txt,0.5833333333333334,41.67
